,PUF_ID,sample,fpl,SWB_1,SWB_2,SWB_3,FWBscore,FWB1_1,FWB1_2,FWB1_3,FWB1_4,FWB1_5,FWB1_6,FWB2_1,FWB2_2,FWB2_3,FWB2_4,FSscore,FS1_1,FS1_2,FS1_3,FS1_4,FS1_5,FS1_6,FS1_7,FS2_1,FS2_2,FS2_3,SUBKNOWL1,ACT1_1,ACT1_2,FINGOALS,PROPPLAN_1,PROPPLAN_2,PROPPLAN_3,PROPPLAN_4,MANAGE1_1,MANAGE1_2,MANAGE1_3,MANAGE1_4,SAVEHABIT,FRUGALITY,AUTOMATED_1,AUTOMATED_2,ASK1_1,ASK1_2,SUBNUMERACY2,SUBNUMERACY1,CHANGEABLE,GOALCONF,LMscore,FINKNOWL1,FINKNOWL2,FINKNOWL3,FK1correct,FK2correct,FK3correct,KHscore,KHKNOWL1,KHKNOWL2,KHKNOWL3,KHKNOWL4,KHKNOWL5,KHKNOWL6,KHKNOWL7,KHKNOWL8,KHKNOWL9,KH1correct,KH2correct,KH3correct,KH4correct,KH5correct,KH6correct,KH7correct,KH8correct,KH9correct,ENDSMEET,HOUSING,LIVINGARRANGEMENT,HOUSERANGES,IMPUTATION_FLAG,VALUERANGES,MORTGAGE,SAVINGSRANGES,PRODHAVE_1,PRODHAVE_2,PRODHAVE_3,PRODHAVE_4,PRODHAVE_5,PRODHAVE_6,PRODHAVE_7,PRODHAVE_8,PRODHAVE_9,PRODUSE_1,PRODUSE_2,PRODUSE_3,PRODUSE_4,PRODUSE_5,PRODUSE_6,CONSPROTECT1,CONSPROTECT2,CONSPROTECT3,EARNERS,VOLATILITY,SNAP,MATHARDSHIP_1,MATHARDSHIP_2,MATHARDSHIP_3,MATHARDSHIP_4,MATHARDSHIP_5,MATHARDSHIP_6,COLLECT,REJECTED_1,REJECTED_2,ABSORBSHOCK,BENEFITS_1,BENEFITS_2,BENEFITS_3,BENEFITS_4,BENEFITS_5,FRAUD2,COVERCOSTS,BORROW_1,BORROW_2,SHOCKS_1,SHOCKS_2,SHOCKS_3,SHOCKS_4,SHOCKS_5,SHOCKS_6,SHOCKS_7,SHOCKS_8,SHOCKS_9,SHOCKS_10,SHOCKS_11,SHOCKS_12,MANAGE2,PAIDHELP,HSLOC,PAREDUC,FINSOC2_1,FINSOC2_2,FINSOC2_3,FINSOC2_4,FINSOC2_5,FINSOC2_6,FINSOC2_7,OBJNUMERACY1,ON2correct,ON1correct,MATERIALISM_1,MATERIALISM_2,MATERIALISM_3,CONNECT,HEALTH,SCFHORIZON,DISCOUNT,MEMLOSS,DISTRESS,SELFCONTROL_1,SELFCONTROL_2,SELFCONTROL_3,OUTLOOK_1,OUTLOOK_2,INTERCONNECTIONS_1,INTERCONNECTIONS_2,INTERCONNECTIONS_3,INTERCONNECTIONS_4,INTERCONNECTIONS_5,INTERCONNECTIONS_6,INTERCONNECTIONS_7,INTERCONNECTIONS_8,INTERCONNECTIONS_9,INTERCONNECTIONS_10,PEM,HOUSESAT,SOCSEC1,SOCSEC2,SOCSEC3,LIFEEXPECT,HHEDUC,KIDS_NoChildren,KIDS_1,KIDS_2,KIDS_3,KIDS_4,EMPLOY,EMPLOY1_1,EMPLOY1_2,EMPLOY1_3,EMPLOY1_4,EMPLOY1_5,EMPLOY1_6,EMPLOY1_7,EMPLOY1_8,EMPLOY1_9,RETIRE,MILITARY,Military_Status,agecat,generation,PPEDUC,PPETHM,PPGENDER,PPHHSIZE,PPINCIMP,PPMARIT,PPMSACAT,PPREG4,PPREG9,PPT01,PPT25,PPT612,PPT1317,PPT18OV,PCTLT200FPL,finalwt
132,8952,1,3,3,5,6,48,2,2,3,3,3,3,3,3,3,4,39,3,3,2,2,3,3,3,3,3,2,4,2,3,0,3,4,3,4,4,4,3,3,4,4,0,0,3,2,4,5,5,3,3,1,3,2,1,1,1,-0.57,2,3,2,2,2,2,4,3,1,0,1,1,0,0,1,1,0,1,2,1,4,2,0,3,2,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,2,1,1,1,1,1,1,1,1,0,0,0,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,0,1,1,0,0,0,2,1,1,3,2,3,-1,2,1,2,0,4,2,3,3,4,3,0,0,1,0,1,0,0,0,0,0,3,3,1,62,-2,-2,1,-1,0,0,0,0,8,0,0,0,0,0,0,0,1,0,2,0,5,8,1,1,4,2,2,3,3,1,3,5,0,0,0,0,2,1,1.52344101436311
133,13656,1,3,5,5,4,59,3,2,3,3,2,5,1,5,1,3,56,4,4,4,4,3,4,4,4,4,3,5,4,4,1,4,4,2,2,5,4,5,4,5,5,1,0,4,4,4,5,2,3,3,1,3,2,1,1,1,-0.188,2,3,3,1,1,2,4,4,1,0,1,0,1,1,1,1,0,1,1,2,2,4,0,-2,-2,6,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,3,2,0,2,1,0,1,1,1,1,1,1,0,0,0,4,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3,-2,1,2,1,1,1,1,1,1,1,2,1,1,2,2,2,90,4,2,2,0,4,2,3,3,3,3,1,1,0,0,1,0,1,0,0,0,3,2,-2,-2,70,50,4,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,-2,0,5,2,4,4,1,2,2,6,1,1,1,1,0,0,0,0,2,0,1.02160788239247
134,13367,1,3,5,5,6,49,3,3,3,3,3,3,3,3,3,3,42,3,3,3,3,3,3,3,3,3,3,4,3,3,1,3,3,3,3,3,3,3,3,5,3,0,0,3,3,1,1,4,3,2,1,1,2,1,0,1,-1.485,1,1,3,1,2,2,2,1,1,0,0,0,1,0,1,0,0,1,2,3,3,2,1,-2,-2,4,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,2,0,3,2,0,1,1,1,1,1,1,0,0,0,2,1,1,0,1,1,0,2,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,4,1,1,1,1,1,1,1,1,0,0,3,3,3,0,3,3,2,0,4,2,3,3,4,4,1,1,1,1,1,0,0,0,0,0,6,3,-2,-2,61,79,4,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,-2,0,5,1,4,2,1,2,4,7,4,1,2,4,0,0,0,1,3,0,1.54724225368128
135,12935,1,3,3,2,4,44,3,2,4,2,3,4,3,3,3,4,33,2,2,3,3,2,2,2,3,3,4,3,4,3,0,4,4,3,3,5,5,4,4,2,6,1,1,5,1,4,5,4,2,3,1,3,2,1,1,1,0.7120000000000001,3,3,2,1,1,2,4,3,1,1,1,1,1,1,1,1,0,1,2,1,2,3,0,1,2,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,2,2,1,2,1,0,1,1,1,1,1,1,0,0,0,8,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,3,-2,1,2,0,0,0,0,0,0,1,2,1,1,2,4,4,95,2,2,1,0,3,2,2,2,3,3,0,1,0,0,0,0,0,0,0,0,2,2,-2,-2,71,5,3,-1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,-2,0,5,4,2,3,1,1,2,6,1,0,2,4,0,0,0,0,2,0,0.777106431579047
136,7382,1,2,7,7,7,77,5,5,5,5,1,1,1,5,1,1,85,5,5,5,5,5,5,5,5,5,1,5,5,5,0,5,5,5,5,3,3,3,3,6,6,7,7,4,3,1,1,3,4,2,1,2,2,1,0,1,-1.9,2,2,3,2,2,2,3,3,2,0,0,0,0,0,1,0,0,0,1,2,2,6,0,-2,-2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,2,1,0,1,1,1,1,1,1,0,1,1,2,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,0,1,0,1,1,0,0,2,1,1,4,5,4,100,3,3,2,0,1,1,2,4,5,5,0,1,0,0,0,0,0,0,0,0,7,4,-2,-2,70,100,2,0,0,1,1,0,4,0,0,0,1,0,0,0,0,0,-2,0,5,3,3,2,1,1,4,3,1,1,1,1,0,0,1,1,2,0,1.06960085912194
137,12300,2,3,7,6,4,63,4,3,2,3,3,2,2,4,1,2,56,5,3,3,3,3,5,4,4,4,2,5,5,3,1,4,4,4,2,5,5,5,5,5,6,7,1,4,3,5,6,6,4,3,1,3,2,1,1,1,1.2670000000000001,3,3,2,1,1,2,4,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,3,1,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,0,2,2,0,1,1,1,1,1,1,0,0,0,4,0,1,0,0,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,2,0,1,0,1,1,0,0,2,1,1,1,2,1,90,5,3,1,1,2,2,3,3,4,2,0,1,0,0,0,0,0,0,0,0,3,3,1,62,-2,95,5,1,0,0,0,0,8,0,0,0,0,0,0,0,1,0,2,0,5,7,1,4,1,2,2,4,1,0,3,5,0,0,0,0,2,0,0.785030219238986
138,12753,1,3,5,6,6,52,3,4,2,3,4,4,2,3,2,3,58,4,4,4,4,4,4,4,4,4,2,6,5,3,1,3,2,3,2,5,4,3,5,3,5,0,1,4,3,2,6,5,3,3,1,3,2,1,1,1,1.2670000000000001,3,3,2,1,1,2,4,2,1,1,1,1,1,1,1,1,1,1,1,1,2,7,0,3,3,5,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,2,2,0,2,1,0,1,1,1,1,1,1,0,1,1,4,1,0,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,-2,1,5,0,1,0,1,1,1,0,2,1,1,2,2,2,85,5,4,2,0,2,1,2,4,4,3,0,0,0,0,0,0,0,0,0,1,6,3,-2,-2,67,95,5,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,-2,0,5,4,3,5,1,1,2,8,5,1,1,2,0,0,0,0,2,0,0.476962626107654
139,11832,1,3,6,7,4,79,5,5,1,5,1,1,1,5,1,2,67,5,5,2,4,3,5,5,5,5,3,5,5,5,1,4,3,4,4,5,5,5,3,6,6,1,1,3,3,5,6,2,4,3,1,3,2,1,1,1,0.242,3,3,2,1,1,2,2,1,1,1,1,1,1,1,1,0,0,1,1,1,2,1,0,2,1,6,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,0,1,1,1,1,1,1,0,0,0,4,1,1,1,1,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,4,1,1,1,1,1,1,1,2,1,1,1,1,1,85,3,5,2,0,3,2,3,4,5,4,0,1,0,0,0,0,1,1,0,0,1,4,-2,-2,66,50,4,1,0,0,0,0,8,0,0,0,0,0,0,0,1,0,1,0,5,5,2,4,1,1,1,7,1,1,3,5,0,0,0,0,1,0,0.9701371891375742
140,13051,1,3,6,5,6,59,4,2,2,4,2,4,2,3,2,2,53,4,4,4,4,4,4,4,3,3,3,5,5,4,1,4,2,3,2,5,4,5,4,5,6,1,7,4,2,4,5,2,3,3,1,3,2,1,1,1,1.2670000000000001,3,3,2,1,1,2,4,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,2,1,5,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,2,1,0,1,1,0,1,1,1,1,1,1,0,0,0,4,1,1,1,0,1,0,2,0,1,0,0,0,0,1,0,0,0,1,0,1,0,3,-2,1,5,0,1,1,1,1,1,1,3,1,0,3,3,2,33,2,1,2,1,3,2,3,2,4,2,0,0,0,0,0,0,1,1,0,0,5,3,1,67,-2,-2,5,1,0,0,0,0,8,0,0,0,0,0,0,0,1,0,1,0,5,8,1,5,1,1,2,8,1,1,3,7,0,0,0,0,2,0,0.22892977620331303
141,8312,1,3,7,7,7,79,5,5,1,4,1,2,1,5,1,1,82,5,5,5,5,5,5,5,5,5,2,6,5,5,1,4,5,4,4,5,4,5,5,6,6,1,1,5,3,6,6,1,4,3,1,3,2,1,1,1,1.2670000000000001,3,3,2,1,1,2,4,2,1,1,1,1,1,1,1,1,1,1,1,1,2,6,0,4,3,5,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,2,3,0,2,1,0,1,1,1,1,1,1,0,0,0,4,1,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,-2,1,3,0,0,0,0,1,1,0,2,1,1,2,2,3,80,5,5,2,0,3,2,3,4,5,5,0,1,0,0,0,0,1,0,0,0,3,4,-2,-2,70,100,5,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,-2,0,5,2,4,4,1,1,2,9,1,1,1,1,0,0,0,0,2,0,1.33011826739428
142,14093,2,3,6,6,6,54,2,2,2,2,2,2,4,4,2,3,50,4,4,3,3,3,4,4,3,4,3,5,5,4,1,4,3,4,3,5,3,5,4,6,5,1,1,4,3,4,4,2,3,3,1,3,2,1,1,1,0.7120000000000001,3,3,2,1,1,2,2,2,1,1,1,1,1,1,1,0,1,1,1,1,1,5,0,4,2,5,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,2,0,1,1,0,1,1,1,1,1,1,0,0,0,4,1,1,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,-2,1,3,1,1,1,1,1,1,1,1,1,0,2,2,3,5,4,2,1,0,3,1,2,4,3,4,0,0,0,0,0,0,0,1,0,0,5,4,1,-1,-2,67,4,1,0,0,0,0,8,0,0,0,0,0,0,0,1,0,1,0,5,6,2,4,1,2,1,6,3,1,4,9,0,0,0,0,1,0,0.604002794759079
143,8521,1,3,5,4,4,57,3,3,2,3,4,3,3,4,1,2,42,3,4,3,3,2,3,3,3,3,2,4,3,3,1,4,4,3,3,5,4,1,4,3,5,7,7,4,1,4,4,5,3,3,1,3,2,1,1,1,-0.909,2,3,3,1,1,2,2,4,2,0,1,0,1,1,1,0,0,0,2,1,1,5,0,4,1,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,4,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,-2,1,2,0,0,0,0,0,0,0,3,0,0,2,3,2,100,4,1,2,0,3,1,3,3,4,2,0,0,0,0,0,0,0,0,0,1,6,4,1,62,-2,-2,2,1,0,0,0,0,8,0,0,0,0,0,0,0,1,0,3,1,4,8,1,2,1,2,1,4,2,1,1,1,0,0,0,0,1,0,0.6794257643890339
144,13953,1,2,5,5,6,47,1,1,5,3,1,4,3,2,3,1,45,4,1,2,4,2,3,3,4,1,3,3,1,4,0,1,4,4,2,1,1,1,1,1,4,7,0,5,1,1,2,3,2,3,1,3,2,1,1,1,-1.485,1,3,1,1,2,1,3,1,2,0,1,0,1,0,0,0,0,0,3,3,3,99,0,-2,-2,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,2,0,1,1,1,2,2,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,4,0,0,0,0,0,0,1,3,1,0,3,4,2,98,5,4,2,0,1,3,2,3,5,4,1,0,0,0,0,0,0,0,0,0,5,3,-2,-2,61,25,3,1,0,0,0,0,5,0,0,0,0,1,0,1,0,0,-2,0,5,1,4,2,4,1,2,1,5,1,3,7,0,0,0,0,2,1,2.7203319814782
145,11926,2,3,7,7,7,84,5,5,1,5,1,1,1,5,1,4,76,5,5,5,5,5,5,5,3,5,2,7,5,5,1,5,5,5,5,5,5,5,5,6,6,7,7,4,3,6,6,7,4,3,1,3,2,1,1,1,1.2670000000000001,3,3,2,1,1,2,4,2,1,1,1,1,1,1,1,1,1,1,1,1,2,7,0,4,99,7,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,2,0,2,1,0,1,1,1,1,1,1,0,0,0,4,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,5,1,1,0,1,1,1,1,2,1,1,3,3,2,100,5,5,2,0,2,1,3,4,5,5,0,1,0,0,0,0,0,1,0,0,5,4,1,70,-2,100,5,0,0,1,0,1,8,0,0,0,0,0,0,0,1,0,3,1,2,7,1,5,1,1,2,7,1,1,4,9,0,0,0,0,2,0,0.322606128026554
146,9918,2,2,3,2,1,26,1,3,5,2,5,3,5,1,5,5,38,3,3,2,3,3,2,2,4,3,4,3,3,3,0,4,3,3,3,4,3,1,4,2,5,0,0,3,3,3,4,5,3,3,1,3,2,1,1,1,0.242,3,3,2,1,1,2,3,1,1,1,1,1,1,1,1,0,0,1,3,1,2,3,0,1,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,2,0,2,3,0,1,2,1,2,1,1,0,0,0,1,1,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,-2,1,3,0,0,1,0,0,0,0,2,1,1,3,3,2,90,2,5,2,0,5,3,2,2,3,1,0,1,0,0,0,0,1,0,0,0,5,2,1,62,-2,10,3,1,0,0,0,0,8,0,0,0,0,0,0,0,1,0,2,0,5,6,2,2,1,1,2,2,1,1,4,9,0,0,0,0,2,0,1.28820923260058
147,13330,1,3,6,6,4,78,4,5,1,5,1,1,2,4,1,1,46,3,5,3,4,2,3,4,4,3,5,2,4,4,0,4,4,5,5,5,5,5,5,3,4,0,0,1,2,6,3,2,3,3,1,3,2,1,1,1,-0.188,3,3,1,1,1,2,2,4,1,1,1,0,1,1,1,0,0,1,1,1,1,99,0,1,99,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,3,0,1,2,0,1,1,1,1,1,1,0,0,0,4,0,1,0,0,0,0,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,1,3,-2,1,2,1,1,1,1,0,0,0,2,0,1,3,4,1,100,4,1,2,0,2,1,3,3,1,1,0,0,0,0,0,0,1,0,0,0,5,4,1,-1,-2,-2,2,1,0,0,0,0,8,0,0,0,0,0,0,0,1,0,2,0,5,8,1,1,1,2,1,2,2,1,2,3,0,0,0,0,1,0,1.6527648544865001
148,9919,1,3,2,3,4,39,1,2,5,1,3,5,3,1,2,4,16,1,1,1,1,1,1,1,3,3,3,3,5,2,0,3,2,1,1,5,2,1,5,1,5,1,0,1,1,4,1,1,4,1,2,1,2,0,0,1,-0.909,2,3,3,1,1,2,2,3,1,0,1,0,1,1,1,0,0,1,2,3,2,6,0,-2,-2,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,2,2,0,2,2,0,1,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,3,0,0,0,0,0,0,0,2,1,1,4,3,3,50,3,3,1,0,3,2,2,2,3,2,0,0,0,0,0,0,0,0,0,1,5,4,-2,-2,65,0,3,0,0,2,1,0,2,0,1,0,0,0,0,0,0,0,-2,0,5,3,3,3,1,2,4,8,1,1,4,8,0,0,1,0,2,0,1.3015065353808601
149,8718,1,3,3,3,4,48,3,3,4,2,3,4,3,4,2,3,45,3,3,3,3,3,4,3,4,4,3,4,5,3,1,5,3,3,2,5,3,2,2,5,5,1,0,3,3,5,5,5,3,3,1,3,2,1,1,1,0.242,2,3,2,1,1,2,4,4,1,0,1,1,1,1,1,1,0,1,1,3,3,3,0,-2,-2,4,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,2,0,1,1,0,1,1,2,1,2,1,0,0,0,4,1,1,1,1,1,8,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,4,1,1,1,1,1,0,1,2,0,1,3,4,3,80,3,2,1,1,4,1,3,2,3,4,1,0,0,0,0,0,0,0,0,0,3,3,-2,-2,71,80,4,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,-2,0,5,1,4,4,2,2,2,7,4,1,2,3,0,0,0,0,2,0,1.7131147229846697
150,8522,1,3,6,6,6,59,4,4,2,4,2,2,2,4,2,3,63,5,5,4,4,3,3,5,4,4,2,5,5,5,1,5,5,5,5,5,5,5,5,6,6,1,1,3,4,3,4,5,4,3,1,3,2,1,1,1,-0.188,2,3,3,1,1,2,4,4,1,0,1,0,1,1,1,1,0,1,1,1,2,5,0,3,2,4,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,1,0,2,1,0,1,1,1,1,1,1,0,0,0,4,1,1,0,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3,-2,1,3,1,1,0,1,1,1,0,3,1,0,3,3,3,50,4,3,2,0,3,2,3,3,3,4,0,0,0,0,0,0,0,0,0,1,4,4,-2,-2,67,85,5,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,-2,0,5,3,3,5,1,1,3,8,1,1,2,4,0,1,0,0,2,0,0.494482491223351
151,9441,1,3,6,6,6,49,3,4,4,4,4,3,3,4,3,3,49,4,3,3,3,3,4,4,4,3,3,6,4,3,0,4,4,4,4,5,4,3,5,5,6,7,7,5,2,3,5,3,3,3,1,3,2,1,1,1,0.242,3,3,2,2,1,2,2,2,1,1,1,1,0,1,1,0,1,1,1,1,2,2,0,1,1,4,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,2,2,0,2,1,0,1,1,1,1,1,1,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,4,1,1,0,1,1,1,0,2,1,1,2,4,2,90,3,1,2,0,3,1,3,3,3,4,0,1,0,0,0,0,0,0,0,0,4,4,1,62,-2,90,5,1,0,0,0,0,8,0,0,0,0,0,0,0,1,0,1,0,5,7,1,3,1,1,2,3,1,1,3,5,0,0,0,0,2,0,0.605872820614108
152,9442,1,3,6,5,4,55,2,3,3,3,3,3,2,3,2,2,43,3,4,2,2,2,3,3,5,5,4,4,5,3,1,4,4,3,3,5,4,5,4,4,6,1,7,3,4,3,5,4,3,2,2,3,2,0,1,1,-0.188,3,2,2,1,1,2,3,4,1,1,0,1,1,1,1,0,0,1,1,2,1,5,0,-2,-2,99,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,2,1,0,1,1,0,1,1,1,2,2,1,0,0,0,3,0,0,0,0,0,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,-2,1,4,1,1,1,1,1,1,1,3,1,0,1,1,1,100,2,2,1,0,5,1,3,3,3,3,0,0,0,0,1,0,1,0,0,0,3,3,-2,-2,65,60,4,-1,0,0,0,0,6,0,0,0,0,0,1,0,0,0,-2,0,5,5,2,4,1,2,1,7,4,1,2,3,0,0,0,0,1,0,1.1306166433645701
153,7318,1,3,5,5,1,53,4,4,4,3,2,5,2,4,2,2,46,3,4,3,3,3,2,4,4,5,5,4,3,4,0,4,3,2,2,5,4,5,4,6,5,1,1,5,3,6,4,3,4,2,1,1,2,1,0,1,-0.188,3,3,2,1,2,2,3,2,1,1,1,1,1,0,1,0,1,1,1,1,2,1,0,3,3,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,2,0,2,1,0,1,1,1,1,1,1,0,0,0,4,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,2,0,0,0,0,0,0,0,2,1,1,5,5,4,50,2,4,2,0,4,2,2,3,4,5,0,0,0,0,0,0,0,0,0,1,7,3,-2,-2,65,50,3,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,-2,0,5,4,3,2,1,1,4,8,1,1,2,3,0,0,0,1,3,0,1.31297677783518
154,13908,1,3,7,4,4,52,2,3,3,4,3,3,3,3,2,3,41,3,5,2,2,2,5,4,4,3,4,3,5,4,1,3,3,3,3,5,5,5,5,4,6,0,0,3,1,2,2,6,4,3,1,3,2,1,1,1,0.242,3,3,2,1,1,2,3,3,1,1,1,1,1,1,1,0,0,1,1,1,2,-1,0,1,-1,99,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,0,1,1,1,1,1,1,0,0,0,3,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,0,1,1,1,1,1,0,-1,0,0,3,3,3,100,4,1,1,0,1,1,4,3,3,3,0,0,0,0,0,0,0,1,0,0,7,3,1,62,-2,-2,2,-1,0,0,0,0,4,0,0,0,1,0,0,0,0,0,-2,1,4,8,1,2,1,2,2,3,1,1,3,5,0,0,0,0,2,0,0.7036228557741829
155,7855,1,3,5,5,4,47,3,3,3,3,4,3,3,2,3,3,47,3,4,4,3,2,4,4,4,3,3,4,5,4,1,4,4,4,3,4,3,2,4,4,6,1,0,4,2,5,4,3,3,3,1,3,2,1,1,1,-0.188,2,3,2,1,2,2,3,2,1,0,1,1,1,0,1,0,1,1,2,1,2,6,0,3,3,6,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,2,1,0,2,1,0,1,1,1,1,1,1,0,0,0,3,1,1,1,0,1,1,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,5,0,1,0,1,1,0,1,2,0,1,3,1,1,50,4,1,1,0,3,1,3,4,4,4,0,1,0,0,0,0,0,0,0,0,5,3,-2,-2,65,100,5,0,0,1,1,0,2,0,1,0,0,0,0,0,0,0,-2,0,5,3,3,5,1,2,4,8,1,1,4,9,0,0,1,0,2,0,1.0383072108175
156,11085,2,3,7,6,6,62,4,1,2,4,2,2,2,4,2,2,44,4,3,3,3,3,4,3,2,2,2,4,5,4,0,4,3,3,2,5,4,5,5,4,5,0,0,3,2,5,5,3,3,3,1,3,2,1,1,1,1.2670000000000001,3,3,2,1,1,2,4,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,2,1,6,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,2,1,0,1,1,1,1,1,1,0,0,0,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,2,0,0,0,0,1,0,0,3,0,0,2,2,1,98,4,2,2,0,2,2,3,3,4,3,0,1,0,0,0,0,0,1,0,0,5,4,1,65,-2,100,5,1,0,0,0,0,8,0,0,0,0,0,0,0,1,0,2,1,4,8,1,2,1,2,2,6,1,1,3,7,0,0,0,0,2,0,0.581735431939286
157,10555,1,3,6,6,6,59,4,4,2,4,2,3,2,3,2,3,49,4,3,2,3,2,4,4,4,5,4,4,4,4,0,4,4,4,3,5,4,5,5,6,6,7,0,4,4,4,4,2,4,3,1,3,2,1,1,1,0.242,3,3,2,1,1,2,3,1,1,1,1,1,1,1,1,0,0,1,1,1,2,1,0,4,1,98,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,2,1,0,2,1,0,1,1,1,1,1,1,0,0,0,3,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,0,1,0,1,0,0,0,2,1,1,2,3,2,60,2,4,2,0,3,3,2,2,4,2,0,1,0,0,0,0,0,0,0,0,5,4,1,63,-2,50,2,-1,0,0,0,0,8,0,0,0,0,0,0,0,1,0,1,1,4,7,2,1,1,2,2,4,1,1,3,5,0,0,0,0,2,0,0.914159192212371
158,12355,1,3,6,6,4,43,2,2,4,3,4,4,3,2,3,4,41,3,3,3,3,3,3,3,3,3,3,4,4,3,0,4,4,3,3,4,3,2,4,2,6,7,7,4,2,3,4,5,3,3,1,3,2,1,1,1,0.242,3,3,2,1,1,2,3,4,1,1,1,1,1,1,1,0,0,1,3,2,2,5,0,-2,-2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,1,1,0,3,2,1,1,1,1,1,0,1,2,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,3,0,1,1,0,1,0,1,2,1,1,3,4,3,90,3,3,1,0,4,2,3,3,3,2,0,1,0,0,0,0,0,0,0,0,5,3,1,62,-2,100,4,0,0,1,0,0,8,0,0,0,0,0,0,0,1,0,1,1,2,6,2,3,4,1,4,5,1,1,3,6,0,0,1,0,3,1,0.47948297088187203
